,year,age,relig,partyid,income,region,race,hapmar,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,childs
58349,2014,83.0,2.0,3.0,12.0,8,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
13796,1982,36.0,1.0,0.0,,2,2.0,,,,,,,,,3.0
22077,1988,59.0,1.0,3.0,11.0,5,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,0.0
35064,1996,37.0,1.0,5.0,12.0,6,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
66470,2021,62.0,1.0,0.0,12.0,3,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
58599,2014,63.0,1.0,3.0,10.0,5,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
25208,1990,63.0,1.0,3.0,11.0,5,2.0,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0
48372,2006,33.0,1.0,5.0,11.0,2,1.0,,,,,,,,,2.0
5985,1975,29.0,3.0,1.0,12.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
421,1972,64.0,2.0,1.0,,3,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,,2.0
71257,2022,24.0,4.0,3.0,11.0,5,2.0,1.0,,,1.0,,1.0,,,
63452,2018,25.0,4.0,5.0,12.0,5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
11620,1980,48.0,2.0,3.0,6.0,3,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0
68549,2021,62.0,1.0,2.0,12.0,4,1.0,,,,1.0,,1.0,2.0,,1.0
34991,1996,25.0,1.0,3.0,,5,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
53020,2008,60.0,8.0,2.0,12.0,3,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
60696,2016,23.0,5.0,2.0,12.0,4,1.0,,,,,,,,,0.0
41018,2002,76.0,2.0,0.0,9.0,3,1.0,,,,,,,,,1.0
42793,2002,25.0,1.0,0.0,8.0,1,3.0,,,,,,,,,0.0
51716,2008,23.0,1.0,4.0,9.0,9,1.0,,,,,,,,,0.0
16388,1984,61.0,1.0,3.0,2.0,6,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0
14169,1983,31.0,2.0,4.0,12.0,3,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,1.0
1348,1972,78.0,2.0,0.0,,4,1.0,,,,,,,,,7.0
41323,2002,31.0,2.0,3.0,10.0,9,1.0,,,,,,,,,3.0
8381,1977,55.0,3.0,1.0,12.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
43411,2002,40.0,4.0,0.0,12.0,7,1.0,,,,,,,,,2.0
4242,1974,63.0,1.0,4.0,10.0,2,1.0,,1.0,1.0,1.0,1.0,1.0,,,0.0
20100,1987,35.0,2.0,5.0,12.0,2,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
42776,2002,53.0,1.0,1.0,12.0,5,2.0,3.0,,,,,,,,3.0
54284,2010,62.0,6.0,2.0,12.0,5,1.0,1.0,,,,,,,,1.0
62887,2018,59.0,2.0,1.0,12.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4837,1975,21.0,1.0,7.0,3.0,7,1.0,,,,,2.0,,2.0,,0.0
20536,1987,51.0,2.0,3.0,12.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
58613,2014,21.0,2.0,0.0,8.0,5,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
36500,1998,52.0,1.0,5.0,12.0,6,1.0,2.0,,,,,,,,2.0
30537,1994,76.0,1.0,5.0,9.0,2,1.0,,,,,,,,,5.0
46822,2006,54.0,4.0,3.0,12.0,9,1.0,,,,,,,,,3.0
8766,1977,20.0,4.0,6.0,10.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
7128,1976,84.0,4.0,0.0,2.0,8,1.0,,2.0,2.0,1.0,2.0,1.0,2.0,,0.0
65048,2021,68.0,1.0,4.0,11.0,3,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
71649,2022,41.0,3.0,4.0,12.0,4,1.0,,,,,,,,,0.0
46031,2004,47.0,1.0,6.0,,6,1.0,,,,,,,,,3.0
54413,2010,50.0,1.0,4.0,12.0,5,1.0,,1.0,,,,,,,2.0
29601,1994,80.0,1.0,2.0,11.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
56213,2012,73.0,1.0,6.0,,5,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
57469,2014,60.0,1.0,2.0,12.0,5,2.0,2.0,,,,,,,,1.0
61489,2016,49.0,1.0,6.0,,6,1.0,2.0,,2.0,1.0,2.0,2.0,2.0,2.0,3.0
65870,2021,37.0,9.0,1.0,12.0,5,3.0,1.0,,,,,,,,4.0
59054,2014,19.0,1.0,2.0,12.0,7,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
68729,2021,37.0,3.0,0.0,12.0,4,1.0,,,,,,,,,0.0
44354,2004,22.0,11.0,5.0,4.0,7,1.0,,,,,,,,,0.0
46149,2004,48.0,1.0,0.0,10.0,7,2.0,,,,,,,,,3.0
46265,2004,26.0,1.0,2.0,12.0,7,1.0,,,,,,,,,0.0
43294,2002,83.0,1.0,4.0,10.0,9,1.0,,,,,,,,,2.0
68152,2021,61.0,4.0,3.0,12.0,5,1.0,1.0,,,,,,,,2.0
6672,1976,67.0,1.0,6.0,8.0,2,1.0,,1.0,1.0,1.0,,1.0,1.0,,2.0
7249,1976,26.0,1.0,1.0,7.0,5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,2.0
30526,1994,78.0,2.0,6.0,11.0,1,1.0,,,,,,,,,1.0
2124,1973,76.0,2.0,1.0,2.0,2,1.0,,2.0,2.0,1.0,2.0,1.0,2.0,,0.0
50327,2006,42.0,1.0,6.0,9.0,6,1.0,1.0,,,,,,,,0.0
42186,2002,23.0,1.0,7.0,9.0,5,1.0,,,,,,,,,0.0
52298,2008,38.0,1.0,0.0,12.0,5,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
22299,1988,46.0,1.0,0.0,12.0,1,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
26700,1991,30.0,2.0,5.0,11.0,1,1.0,2.0,,,,,,,,4.0
64501,2018,33.0,4.0,2.0,12.0,9,1.0,,,,,,,,,1.0
44191,2004,39.0,1.0,0.0,12.0,5,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0
57580,2014,31.0,2.0,3.0,11.0,9,3.0,,,,,,,,,3.0
24954,1990,57.0,1.0,1.0,3.0,9,2.0,,1.0,,1.0,,1.0,2.0,2.0,2.0
25949,1990,46.0,1.0,5.0,11.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
25013,1990,33.0,1.0,5.0,12.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
32928,1996,32.0,2.0,2.0,12.0,2,1.0,1.0,,,,,,,,0.0
17604,1985,41.0,1.0,2.0,12.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0
62627,2018,18.0,4.0,1.0,12.0,9,1.0,,,,,,,,,0.0
4194,1974,20.0,1.0,3.0,2.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
57518,2014,44.0,1.0,3.0,12.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
48265,2006,31.0,4.0,3.0,12.0,1,1.0,,,,,,,,,3.0
69830,2022,31.0,1.0,2.0,12.0,5,2.0,,,,,,,,,2.0
6147,1976,23.0,1.0,3.0,5.0,3,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
42396,2002,86.0,1.0,2.0,9.0,5,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
1068,1972,54.0,2.0,1.0,,2,1.0,,1.0,2.0,1.0,2.0,1.0,1.0,,3.0
22030,1988,35.0,4.0,3.0,11.0,2,1.0,,,,,,,,,2.0
4098,1974,22.0,4.0,2.0,1.0,3,2.0,,1.0,,1.0,,,,,2.0
56240,2012,67.0,1.0,4.0,11.0,5,1.0,,1.0,,1.0,1.0,1.0,2.0,2.0,3.0
11032,1980,37.0,1.0,4.0,12.0,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
15249,1983,53.0,1.0,6.0,9.0,9,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
45266,2004,34.0,2.0,2.0,12.0,5,1.0,,,,,,,,,0.0
26433,1991,70.0,2.0,4.0,9.0,3,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0
9883,1978,42.0,2.0,6.0,,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
27254,1991,35.0,2.0,3.0,12.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
56582,2012,34.0,4.0,2.0,12.0,4,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0
35045,1996,26.0,1.0,3.0,9.0,5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
37507,1998,42.0,2.0,6.0,12.0,1,1.0,2.0,,,,,,,,2.0
18421,1985,70.0,1.0,0.0,6.0,7,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,8.0
70770,2022,32.0,1.0,2.0,12.0,6,1.0,1.0,,,,,,,,2.0
1232,1972,24.0,1.0,6.0,,4,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
38715,2000,48.0,11.0,4.0,12.0,2,1.0,,,,,,,,,3.0
3198,1974,52.0,4.0,1.0,11.0,9,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0
8052,1977,53.0,1.0,,12.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
32579,1996,38.0,2.0,0.0,12.0,9,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15482,1983,28.0,1.0,6.0,9.0,9,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
37946,1998,79.0,,2.0,10.0,9,1.0,1.0,,,,,,,,4.0
48272,2006,57.0,4.0,1.0,10.0,2,1.0,,,,,,,,,7.0
71893,2022,59.0,2.0,1.0,12.0,9,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
13743,1982,61.0,1.0,2.0,7.0,6,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0
54261,2010,42.0,5.0,0.0,12.0,7,2.0,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0
32228,1994,75.0,1.0,0.0,12.0,5,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0
12325,1982,23.0,1.0,1.0,,3,1.0,,,,1.0,,1.0,,,0.0
63255,2018,55.0,4.0,2.0,12.0,8,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
62428,2016,62.0,2.0,1.0,12.0,5,1.0,1.0,,,,,,,,2.0
61583,2016,27.0,1.0,5.0,12.0,5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
72195,2022,62.0,1.0,4.0,12.0,3,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,
36696,1998,21.0,1.0,5.0,12.0,6,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
14107,1983,57.0,2.0,0.0,12.0,2,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0
133,1972,63.0,1.0,1.0,,7,1.0,,2.0,2.0,,2.0,2.0,2.0,,2.0
33874,1996,45.0,1.0,3.0,12.0,5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7601,1977,36.0,1.0,4.0,11.0,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0
53208,2010,49.0,6.0,7.0,1.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
39351,2000,40.0,1.0,7.0,11.0,6,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
26295,1991,75.0,2.0,2.0,11.0,2,1.0,,,,,,,,,1.0
67219,2021,46.0,2.0,0.0,12.0,4,1.0,2.0,,,,,,,,1.0
35954,1998,35.0,2.0,5.0,12.0,4,1.0,2.0,,,,,,,,4.0
46974,2006,64.0,1.0,1.0,12.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
37682,1998,47.0,4.0,3.0,9.0,3,1.0,1.0,,,,,,,,2.0
43656,2002,30.0,1.0,0.0,12.0,6,2.0,,,,,,,,,0.0
6425,1976,26.0,2.0,3.0,3.0,2,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,,2.0
68200,2021,59.0,1.0,2.0,12.0,4,1.0,2.0,,,,,,,,2.0
30355,1994,66.0,2.0,6.0,10.0,9,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
1116,1972,45.0,1.0,0.0,,7,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,,7.0
43513,2002,34.0,2.0,1.0,12.0,9,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
671,1972,35.0,4.0,7.0,,5,2.0,,1.0,2.0,1.0,2.0,1.0,1.0,,0.0
57941,2014,58.0,4.0,3.0,12.0,8,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
39314,2000,45.0,1.0,0.0,6.0,5,2.0,,,,,,,,,3.0
25710,1990,32.0,1.0,3.0,3.0,5,1.0,,,,,,,,,4.0
43318,2002,52.0,2.0,1.0,10.0,2,1.0,,,,,,,,,1.0
28158,1993,59.0,1.0,6.0,12.0,5,1.0,2.0,,,,,,,,7.0
51905,2008,67.0,1.0,5.0,11.0,3,1.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0
29425,1994,39.0,4.0,1.0,5.0,2,3.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0
42424,2002,34.0,1.0,1.0,12.0,3,1.0,,,,,,,,,3.0
39467,2000,44.0,1.0,3.0,12.0,7,1.0,1.0,1.0,,1.0,2.0,1.0,2.0,2.0,2.0
56121,2012,78.0,1.0,5.0,8.0,2,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
17989,1985,30.0,1.0,6.0,11.0,5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
49072,2006,32.0,4.0,1.0,12.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
55551,2012,38.0,8.0,3.0,12.0,2,3.0,1.0,1.0,,1.0,,1.0,,,2.0
168,1972,81.0,1.0,6.0,,3,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,,1.0
60652,2016,70.0,5.0,0.0,12.0,3,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
17692,1985,40.0,2.0,1.0,12.0,3,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
53102,2010,26.0,4.0,0.0,12.0,2,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
65875,2021,40.0,9.0,1.0,12.0,5,2.0,1.0,,,,,,,,3.0
57220,2014,86.0,1.0,0.0,10.0,2,2.0,,,,,,,,,0.0
4158,1974,38.0,2.0,1.0,11.0,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0
70273,2022,62.0,1.0,3.0,12.0,3,1.0,,,,,,,,,0.0
45893,2004,66.0,1.0,0.0,10.0,3,1.0,,,,,,,,,6.0
42313,2002,80.0,1.0,1.0,,5,1.0,,,,,,,,,0.0
69968,2022,39.0,4.0,1.0,12.0,3,1.0,1.0,,,,,,,,2.0
43025,2002,53.0,11.0,5.0,1.0,4,1.0,,,,,,,,,1.0
29407,1994,36.0,4.0,0.0,12.0,2,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
46959,2006,32.0,1.0,4.0,12.0,3,1.0,,,,,,,,,1.0
13840,1982,26.0,1.0,2.0,4.0,5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
51962,2008,33.0,4.0,2.0,9.0,3,1.0,,,,,,,,,1.0
6544,1976,37.0,4.0,0.0,,5,2.0,,1.0,2.0,1.0,,1.0,2.0,,0.0
18150,1985,25.0,1.0,6.0,5.0,8,1.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0
12129,1982,80.0,2.0,6.0,9.0,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
67288,2021,62.0,2.0,1.0,10.0,3,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
57577,2014,68.0,1.0,0.0,12.0,9,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0
14837,1983,26.0,2.0,2.0,10.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
41879,2002,21.0,2.0,5.0,11.0,7,3.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0
3493,1974,31.0,1.0,1.0,9.0,5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
65375,2021,43.0,1.0,5.0,,5,1.0,,,,,,,,,0.0
68962,2022,42.0,1.0,2.0,12.0,2,3.0,2.0,,,,,,,,3.0
29041,1993,28.0,2.0,5.0,11.0,5,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,,1.0
55021,2010,26.0,2.0,,9.0,7,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
47557,2006,52.0,1.0,0.0,11.0,7,2.0,,,,,,,,,1.0
35438,1998,37.0,4.0,3.0,12.0,2,1.0,,,,,,,,,1.0
35519,1998,44.0,4.0,5.0,9.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
11934,1980,24.0,4.0,3.0,9.0,3,1.0,,,,,2.0,,2.0,,0.0
18229,1985,51.0,1.0,2.0,10.0,3,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,6.0
24212,1989,81.0,1.0,6.0,,3,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
4213,1974,59.0,2.0,6.0,9.0,2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,3.0
36794,1998,64.0,1.0,2.0,11.0,6,1.0,1.0,,,,,,,,3.0
40549,2000,74.0,1.0,1.0,11.0,4,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
49429,2006,32.0,11.0,3.0,,8,1.0,,1.0,,1.0,2.0,1.0,2.0,,0.0
38640,2000,29.0,2.0,3.0,,2,1.0,1.0,,,,,,,,0.0
28452,1993,79.0,1.0,6.0,9.0,6,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,,1.0
26498,1991,35.0,1.0,0.0,9.0,5,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
55378,2012,43.0,1.0,3.0,12.0,5,2.0,1.0,2.0,2.0,1.0,,,,,3.0
4861,1975,69.0,2.0,3.0,6.0,8,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,3.0
29874,1994,66.0,1.0,6.0,12.0,9,1.0,1.0,,,,,,,,5.0
60549,2016,43.0,4.0,2.0,12.0,8,3.0,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0
7113,1976,29.0,2.0,4.0,,7,1.0,2.0,2.0,2.0,,2.0,,2.0,,0.0
54483,2010,63.0,2.0,3.0,12.0,9,3.0,1.0,,,,,,,,6.0
17842,1985,63.0,1.0,0.0,12.0,5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0
13275,1982,35.0,4.0,4.0,10.0,8,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0
65387,2021,,,3.0,,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0
20513,1987,26.0,2.0,2.0,12.0,2,2.0,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0
486,1972,44.0,2.0,2.0,,1,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,,1.0
35658,1998,44.0,2.0,1.0,11.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
2336,1973,22.0,1.0,3.0,11.0,5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
14436,1983,73.0,4.0,6.0,2.0,9,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
39375,2000,66.0,1.0,1.0,12.0,2,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
57928,2014,35.0,1.0,4.0,12.0,9,1.0,1.0,,,,,,,,1.0
18568,1985,30.0,1.0,,5.0,8,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
31893,1994,46.0,1.0,2.0,,4,1.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0
27834,1993,39.0,1.0,2.0,12.0,3,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
29958,1994,74.0,2.0,0.0,11.0,3,1.0,2.0,,,,,,,,6.0
21898,1988,22.0,4.0,5.0,12.0,2,1.0,,,,,,,,,0.0
30234,1994,68.0,5.0,4.0,9.0,5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12518,1982,30.0,1.0,1.0,7.0,7,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0
12478,1982,28.0,1.0,1.0,,6,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
35690,1998,27.0,4.0,2.0,12.0,9,3.0,1.0,,,,,,,,0.0
26928,1991,67.0,2.0,0.0,12.0,3,1.0,2.0,,,,,,,,6.0
53830,2010,32.0,2.0,4.0,12.0,3,1.0,1.0,,,,,,,,0.0
58496,2014,35.0,4.0,3.0,12.0,2,1.0,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
25395,1990,37.0,1.0,6.0,12.0,3,1.0,1.0,1.0,1.0,1.0,,1.0,,,2.0
46578,2006,70.0,7.0,3.0,,2,3.0,2.0,,,,,,,,2.0
16027,1984,24.0,2.0,4.0,,2,1.0,,1.0,2.0,1.0,,1.0,2.0,2.0,0.0
33947,1996,22.0,1.0,3.0,,5,1.0,,,,,,,,,0.0
16814,1984,47.0,1.0,1.0,12.0,4,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
35813,1998,30.0,4.0,3.0,,2,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5999,1975,29.0,2.0,2.0,9.0,2,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
60986,2016,52.0,1.0,3.0,12.0,3,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0
54704,2010,37.0,1.0,2.0,10.0,8,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
48257,2006,44.0,2.0,2.0,12.0,1,1.0,,,,,,,,,0.0
70348,2022,,4.0,3.0,,5,1.0,,,,,,,,,0.0
50603,2006,56.0,1.0,6.0,12.0,7,1.0,1.0,,,,,,,,6.0
7695,1977,73.0,1.0,6.0,5.0,2,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0
46026,2004,32.0,1.0,3.0,12.0,6,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
37025,1998,76.0,2.0,0.0,,4,1.0,,,,,,,,,2.0
43786,2004,33.0,7.0,1.0,12.0,2,3.0,,,,,,,,,1.0
5609,1975,70.0,1.0,0.0,3.0,7,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,,0.0
70291,2022,24.0,4.0,0.0,12.0,3,2.0,,,,,,,,,0.0
45412,2004,34.0,2.0,4.0,12.0,7,1.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0
63781,2018,65.0,1.0,1.0,12.0,2,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
45664,2004,34.0,2.0,1.0,12.0,9,3.0,,,,,,,,,1.0
35886,1998,50.0,2.0,2.0,12.0,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
18738,1986,74.0,1.0,6.0,12.0,2,1.0,,,,,,,,,0.0
67346,2021,83.0,1.0,5.0,12.0,3,1.0,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
67995,2021,57.0,1.0,6.0,12.0,5,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0
61204,2016,48.0,2.0,0.0,8.0,2,1.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0
37140,1998,65.0,4.0,6.0,,2,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,2.0,1.0
3924,1974,42.0,2.0,7.0,9.0,2,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0
43577,2002,69.0,2.0,6.0,9.0,1,1.0,,,,,,,,,0.0
47568,2006,62.0,1.0,6.0,12.0,7,1.0,,,,,,,,,4.0
37554,1998,30.0,1.0,5.0,12.0,5,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
19141,1986,33.0,2.0,1.0,11.0,4,1.0,3.0,,,,,,,,3.0
18316,1985,35.0,1.0,6.0,3.0,4,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
18106,1985,51.0,2.0,6.0,12.0,9,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
8821,1977,35.0,1.0,4.0,10.0,9,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
21098,1987,19.0,1.0,3.0,1.0,8,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0
24256,1989,38.0,1.0,1.0,9.0,5,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
31161,1994,60.0,2.0,6.0,5.0,5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
49490,2006,46.0,2.0,4.0,,9,1.0,,,,,,,,,3.0
40914,2000,77.0,1.0,4.0,11.0,3,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,2.0,3.0
53807,2010,70.0,1.0,1.0,12.0,8,1.0,,,,,,,,,0.0
26818,1991,48.0,1.0,6.0,12.0,4,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
27843,1993,19.0,4.0,0.0,1.0,3,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
71796,2022,57.0,1.0,6.0,12.0,8,1.0,,,,,,,,,0.0
9266,1978,78.0,1.0,1.0,2.0,2,1.0,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0
24567,1989,60.0,1.0,6.0,10.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
1720,1973,32.0,1.0,2.0,9.0,2,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,2.0
44157,2004,66.0,1.0,4.0,12.0,5,1.0,,,,,,,,,4.0
71053,2022,73.0,1.0,0.0,8.0,5,2.0,,,,,,,,,0.0
52132,2008,64.0,1.0,2.0,9.0,5,1.0,,,,,,,,,3.0
